sex__cat,age__cat,race__cat,marital-status__cat,education__cat,native-country__cat,workclass__cat,occupation__cat,salary-class__cat
Male,29,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Transport-moving,>50K
Male,70,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,47,White,Married-civ-spouse,Doctorate,United-States,State-gov,Prof-specialty,>50K
Male,41,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,56,White,Married-civ-spouse,HS-grad,United-States,State-gov,Transport-moving,>50K
Male,36,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Machine-op-inspct,<=50K
Male,50,White,Separated,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Female,34,White,Married-spouse-absent,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,39,Black,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,36,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,20,White,Never-married,Some-college,United-States,Private,Farming-fishing,<=50K
Male,36,White,Never-married,Assoc-voc,United-States,Local-gov,Protective-serv,>50K
Male,90,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,35,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,>50K
Male,41,White,Married-civ-spouse,7th-8th,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,47,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,>50K
Male,46,Black,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,>50K
Male,22,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,36,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,73,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,19,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,56,Other,Widowed,7th-8th,Dominican-Republic,Private,Machine-op-inspct,<=50K
Male,41,Asian-Pac-Islander,Married-civ-spouse,Bachelors,Vietnam,Private,Other-service,<=50K
Male,43,White,Married-civ-spouse,Assoc-voc,United-States,Private,Exec-managerial,>50K
Male,25,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,49,White,Married-civ-spouse,11th,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,43,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,51,White,Divorced,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K
Female,22,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,20,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,51,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Exec-managerial,>50K
Male,27,White,Married-civ-spouse,11th,United-States,Private,Machine-op-inspct,<=50K
Male,38,White,Married-civ-spouse,Assoc-voc,United-States,Private,Sales,>50K
Male,47,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Female,20,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,18,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Male,50,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,>50K
Female,21,White,Never-married,Some-college,United-States,Private,Priv-house-serv,<=50K
Female,55,Black,Divorced,HS-grad,United-States,Private,Prof-specialty,<=50K
Male,34,White,Married-civ-spouse,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,46,White,Married-civ-spouse,Bachelors,United-States,State-gov,Exec-managerial,>50K
Female,73,White,Widowed,HS-grad,United-States,State-gov,Adm-clerical,<=50K
Male,33,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Female,31,White,Never-married,10th,United-States,Private,Adm-clerical,<=50K
Male,59,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Male,21,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,19,White,Never-married,Some-college,United-States,State-gov,Prof-specialty,<=50K
Male,47,Black,Married-civ-spouse,Some-college,United-States,Federal-gov,Adm-clerical,>50K
Female,21,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Female,28,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,22,White,Never-married,HS-grad,United-States,Private,Sales,<=50K
Female,41,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,<=50K
Female,34,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K
Male,51,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Male,32,White,Never-married,Assoc-voc,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Female,27,White,Never-married,11th,United-States,Private,Exec-managerial,<=50K
Male,33,White,Separated,11th,United-States,Private,Machine-op-inspct,<=50K
Male,32,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,28,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,40,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,24,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,21,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,22,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,50,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,47,White,Divorced,11th,United-States,Private,Handlers-cleaners,<=50K
Male,60,White,Married-civ-spouse,Bachelors,United-States,State-gov,Exec-managerial,>50K
Male,34,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,19,White,Never-married,HS-grad,United-States,Without-pay,Farming-fishing,<=50K
Male,33,White,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,43,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,34,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K
Female,46,White,Divorced,HS-grad,United-States,Private,Sales,<=50K
Female,51,White,Divorced,Assoc-voc,United-States,State-gov,Prof-specialty,<=50K
Male,23,Asian-Pac-Islander,Never-married,HS-grad,Philippines,Private,Machine-op-inspct,<=50K
Male,58,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,53,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,18,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,27,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,50,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
Female,36,White,Never-married,Masters,United-States,State-gov,Prof-specialty,<=50K
Male,24,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,50,Black,Divorced,Some-college,United-States,Local-gov,Adm-clerical,<=50K
Male,58,White,Married-civ-spouse,10th,United-States,Private,Transport-moving,>50K
Male,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,27,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,40,White,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K
Male,52,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Female,43,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Male,48,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K
Male,28,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Tech-support,>50K
Male,21,White,Never-married,Some-college,United-States,Self-emp-not-inc,Adm-clerical,<=50K
Male,42,White,Divorced,Some-college,United-States,Local-gov,Craft-repair,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,53,White,Separated,HS-grad,United-States,Private,Sales,<=50K
Male,41,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,55,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Female,40,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,37,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Female,32,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,42,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,44,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,>50K
Female,23,White,Never-married,Masters,United-States,Private,Prof-specialty,<=50K
Female,37,White,Never-married,Assoc-voc,United-States,Local-gov,Adm-clerical,<=50K
Male,22,Asian-Pac-Islander,Never-married,10th,United-States,Private,Transport-moving,<=50K
Male,52,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,<=50K
Female,45,Black,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,44,Black,Married-civ-spouse,Assoc-voc,United-States,Private,Handlers-cleaners,<=50K
Male,51,White,Married-civ-spouse,Bachelors,United-States,Private,Craft-repair,<=50K
Female,24,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,26,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,69,White,Widowed,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,19,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,31,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K
Female,78,White,Never-married,7th-8th,Dominican-Republic,Private,Machine-op-inspct,<=50K
Female,42,Black,Separated,Some-college,Haiti,Private,Other-service,<=50K
Male,44,Black,Separated,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,59,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K
Male,50,White,Married-civ-spouse,HS-grad,United-States,Private,Farming-fishing,<=50K
Male,35,White,Divorced,Bachelors,Puerto-Rico,Local-gov,Prof-specialty,<=50K
Female,29,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,37,Black,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,29,Amer-Indian-Eskimo,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Craft-repair,>50K
Female,56,White,Widowed,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Female,53,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,50,White,Divorced,Masters,United-States,Self-emp-inc,Exec-managerial,>50K
Male,37,White,Married-civ-spouse,11th,United-States,Private,Other-service,<=50K
Male,59,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,>50K
Male,38,White,Married-civ-spouse,12th,United-States,Private,Other-service,<=50K
Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,33,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Male,40,Black,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,>50K
Male,26,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,17,White,Never-married,7th-8th,United-States,Private,Craft-repair,<=50K
Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Female,18,White,Never-married,12th,United-States,Private,Other-service,<=50K
Female,44,Black,Divorced,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,34,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,38,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Male,41,White,Married-civ-spouse,Masters,United-States,Local-gov,Exec-managerial,<=50K
Male,45,White,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Female,22,White,Separated,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,33,White,Married-civ-spouse,Doctorate,Cuba,Self-emp-inc,Prof-specialty,>50K
Male,50,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,39,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Female,50,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Female,50,Black,Divorced,HS-grad,United-States,Private,Prof-specialty,<=50K
Male,42,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Female,51,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,43,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,58,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Female,29,Amer-Indian-Eskimo,Divorced,HS-grad,United-States,Private,Sales,<=50K
Male,27,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,65,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,27,Black,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,50,White,Divorced,Doctorate,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,42,Asian-Pac-Islander,Married-civ-spouse,Bachelors,Philippines,Private,Other-service,>50K
Male,39,White,Never-married,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,39,White,Divorced,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,42,White,Never-married,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,27,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,>50K
Female,27,White,Divorced,Assoc-voc,United-States,Private,Sales,<=50K
Male,22,White,Divorced,HS-grad,United-States,Private,Sales,<=50K
Female,30,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,51,White,Married-civ-spouse,Doctorate,United-States,Federal-gov,Prof-specialty,>50K
Male,42,Asian-Pac-Islander,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,>50K
Male,25,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,69,White,Divorced,Assoc-acdm,Germany,Private,Adm-clerical,<=50K
Female,26,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,24,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,46,White,Married-spouse-absent,Masters,United-States,Private,Exec-managerial,>50K
Male,37,White,Married-civ-spouse,Bachelors,United-States,State-gov,Prof-specialty,>50K
Male,35,White,Divorced,Assoc-voc,United-States,Private,Exec-managerial,<=50K
Female,50,White,Divorced,Some-college,United-States,Private,Other-service,<=50K
Male,32,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,29,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,38,White,Separated,Some-college,United-States,Private,Exec-managerial,<=50K
Female,60,White,Divorced,Bachelors,United-States,State-gov,Exec-managerial,<=50K
Male,28,White,Divorced,Some-college,United-States,Private,Prof-specialty,<=50K
Male,54,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,51,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Prof-specialty,>50K
Male,51,White,Divorced,Some-college,Puerto-Rico,Self-emp-not-inc,Craft-repair,>50K
Male,36,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,31,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,30,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Female,26,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Male,74,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,<=50K
Male,21,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Female,35,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Male,21,White,Never-married,HS-grad,United-States,Private,Farming-fishing,<=50K
Female,26,White,Divorced,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Female,23,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Female,23,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Male,19,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K
Male,35,White,Divorced,Some-college,Mexico,Private,Exec-managerial,<=50K
Female,77,White,Widowed,Some-college,United-States,Private,Priv-house-serv,<=50K
Male,23,White,Never-married,HS-grad,United-States,Private,Exec-managerial,<=50K
Female,30,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,33,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,28,White,Married-civ-spouse,HS-grad,United-States,State-gov,Protective-serv,<=50K
Male,38,Black,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Male,53,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,41,White,Divorced,Bachelors,United-States,State-gov,Exec-managerial,<=50K
Male,42,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Male,57,White,Married-civ-spouse,Some-college,United-States,Private,Sales,>50K
Male,65,White,Married-civ-spouse,Masters,Greece,Local-gov,Prof-specialty,<=50K
Male,45,White,Divorced,5th-6th,United-States,Private,Transport-moving,<=50K
Female,54,White,Divorced,Bachelors,United-States,Federal-gov,Exec-managerial,<=50K
Male,36,White,Divorced,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,48,White,Widowed,Some-college,United-States,Private,Adm-clerical,<=50K
Male,26,Other,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K
Female,28,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,38,Asian-Pac-Islander,Married-civ-spouse,Some-college,Philippines,Private,Other-service,<=50K
Female,19,Black,Never-married,10th,United-States,Private,Other-service,<=50K
Female,40,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,>50K
Female,20,Black,Never-married,Some-college,United-States,Private,Prof-specialty,<=50K
Male,46,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,43,White,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K
Male,37,White,Divorced,HS-grad,United-States,Private,Other-service,<=50K
Male,29,White,Divorced,HS-grad,United-States,Private,Other-service,>50K
Female,23,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,47,White,Divorced,11th,United-States,Private,Craft-repair,<=50K
Female,27,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,35,White,Widowed,7th-8th,United-States,Private,Other-service,<=50K
Female,38,White,Divorced,Bachelors,United-States,Private,Priv-house-serv,<=50K
Female,46,White,Divorced,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,22,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Female,40,White,Divorced,Assoc-voc,United-States,Private,Prof-specialty,>50K
Male,58,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,46,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,<=50K
Male,44,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,33,White,Divorced,Some-college,United-States,Private,Craft-repair,<=50K
Male,32,White,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,50,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,46,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,49,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,57,White,Divorced,Masters,United-States,Private,Exec-managerial,>50K
Male,18,White,Never-married,11th,United-States,Private,Craft-repair,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,>50K
Male,36,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Female,45,Black,Married-spouse-absent,HS-grad,United-States,Private,Other-service,>50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Federal-gov,Adm-clerical,>50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Female,38,White,Married-civ-spouse,Some-college,United-States,Private,Handlers-cleaners,<=50K
Female,38,Asian-Pac-Islander,Divorced,Bachelors,Philippines,Private,Adm-clerical,<=50K
Male,22,Black,Never-married,Some-college,Dominican-Republic,Private,Adm-clerical,<=50K
Female,28,White,Never-married,Assoc-voc,United-States,Private,Tech-support,<=50K
Male,43,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,36,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Female,34,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Male,19,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,42,White,Separated,HS-grad,United-States,State-gov,Adm-clerical,<=50K
Female,24,White,Never-married,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,43,Black,Never-married,Assoc-acdm,United-States,Private,Adm-clerical,<=50K
Male,34,Asian-Pac-Islander,Never-married,Prof-school,India,Private,Tech-support,>50K
Male,47,White,Married-civ-spouse,Doctorate,United-States,Private,Prof-specialty,>50K
Female,38,White,Divorced,Bachelors,United-States,Private,Sales,<=50K
Female,42,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,25,White,Never-married,Bachelors,United-States,Private,Adm-clerical,<=50K
Male,23,White,Never-married,5th-6th,United-States,Private,Handlers-cleaners,<=50K
Male,47,White,Married-civ-spouse,Doctorate,United-States,Federal-gov,Prof-specialty,>50K
Male,73,White,Married-civ-spouse,5th-6th,United-States,Local-gov,Protective-serv,<=50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,43,White,Married-spouse-absent,Prof-school,United-States,Private,Prof-specialty,>50K
Male,39,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,37,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Female,48,White,Never-married,11th,United-States,Private,Other-service,<=50K
Male,39,White,Divorced,Bachelors,United-States,Private,Sales,<=50K
Female,52,White,Widowed,HS-grad,United-States,Private,Priv-house-serv,<=50K
Male,30,White,Married-civ-spouse,Bachelors,United-States,State-gov,Protective-serv,>50K
Female,32,Black,Never-married,11th,United-States,Private,Priv-house-serv,<=50K
Male,30,White,Never-married,Doctorate,United-States,Private,Prof-specialty,<=50K
Female,20,White,Separated,Some-college,United-States,Private,Other-service,<=50K
Male,36,Black,Never-married,10th,United-States,Private,Farming-fishing,<=50K
Male,52,White,Married-civ-spouse,Bachelors,United-States,Federal-gov,Exec-managerial,>50K
Male,22,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,46,Black,Married-civ-spouse,Some-college,United-States,Private,Protective-serv,>50K
Female,41,Black,Divorced,Some-college,United-States,Local-gov,Adm-clerical,<=50K
Male,47,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K
Male,31,White,Never-married,9th,Puerto-Rico,Private,Farming-fishing,<=50K
Male,28,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Female,38,White,Never-married,Assoc-voc,Portugal,Private,Craft-repair,<=50K
Male,42,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,41,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Prof-specialty,>50K
Female,56,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Female,46,Black,Married-civ-spouse,HS-grad,United-States,State-gov,Other-service,<=50K
Female,61,Black,Never-married,10th,United-States,State-gov,Other-service,<=50K
Male,57,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K
Male,56,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Female,25,White,Never-married,Some-college,United-States,Private,Tech-support,<=50K
Male,44,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Female,25,Other,Never-married,Some-college,United-States,Private,Tech-support,<=50K
Male,43,White,Married-civ-spouse,Masters,United-States,State-gov,Exec-managerial,>50K
Male,49,Black,Married-civ-spouse,Masters,United-States,Local-gov,Exec-managerial,>50K
Female,36,White,Divorced,Bachelors,United-States,Private,Sales,<=50K
Male,42,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,46,White,Married-civ-spouse,7th-8th,United-States,Private,Prof-specialty,<=50K
Male,42,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Farming-fishing,>50K
Female,67,Black,Widowed,1st-4th,United-States,Self-emp-not-inc,Other-service,<=50K
Male,35,White,Never-married,Masters,United-States,Local-gov,Prof-specialty,>50K
Male,19,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,44,White,Divorced,7th-8th,United-States,Private,Handlers-cleaners,<=50K
Male,38,Black,Married-civ-spouse,Some-college,United-States,Federal-gov,Other-service,<=50K
Male,34,White,Divorced,Some-college,United-States,Federal-gov,Protective-serv,<=50K
Male,71,White,Married-civ-spouse,5th-6th,United-States,Private,Transport-moving,<=50K
Female,42,White,Divorced,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,30,White,Divorced,Assoc-voc,United-States,Private,Adm-clerical,<=50K
Male,44,White,Married-civ-spouse,Doctorate,United-States,State-gov,Prof-specialty,>50K
Female,39,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Female,43,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,26,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,>50K
Female,60,Asian-Pac-Islander,Married-civ-spouse,11th,Hong,Private,Machine-op-inspct,<=50K
Male,29,White,Never-married,Prof-school,United-States,Private,Prof-specialty,<=50K
Male,47,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,>50K
Female,28,White,Married-spouse-absent,HS-grad,United-States,Private,Tech-support,<=50K
Female,17,White,Never-married,11th,United-States,Private,Protective-serv,<=50K
Male,36,White,Never-married,Prof-school,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,49,White,Never-married,5th-6th,United-States,Private,Machine-op-inspct,<=50K
Male,27,Asian-Pac-Islander,Married-civ-spouse,HS-grad,United-States,Federal-gov,Handlers-cleaners,<=50K
Male,34,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,65,White,Married-civ-spouse,Assoc-voc,United-States,Self-emp-not-inc,Farming-fishing,<=50K
Male,55,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,23,White,Never-married,Some-college,United-States,Private,Exec-managerial,<=50K
Female,25,White,Never-married,Bachelors,United-States,Private,Other-service,<=50K
Female,27,White,Never-married,Assoc-acdm,United-States,Local-gov,Prof-specialty,<=50K
Male,27,White,Married-civ-spouse,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,52,Black,Married-civ-spouse,Masters,United-States,State-gov,Prof-specialty,>50K
Male,22,White,Never-married,10th,United-States,Private,Craft-repair,<=50K
Male,25,White,Married-civ-spouse,12th,United-States,Private,Craft-repair,>50K
Male,27,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,52,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Male,40,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Male,32,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,>50K
Male,57,Asian-Pac-Islander,Married-civ-spouse,HS-grad,South,Private,Craft-repair,>50K
Male,28,White,Married-civ-spouse,HS-grad,Poland,Private,Craft-repair,>50K
Male,48,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,37,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,26,Black,Married-civ-spouse,Bachelors,United-States,Local-gov,Prof-specialty,>50K
