sex__cat;age__cat;race__cat;marital-status__cat;education__cat;native-country__cat;workclass__cat;occupation__cat;salary-class__cat
Female;36;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Male;36;White;Divorced;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Male;36;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Male;36;White;Divorced;HS-grad;United-States;Non-Government;Farming-fishing;<=50K
Male;36;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;36;White;Divorced;Some-college;United-States;Non-Government;Craft-repair;<=50K
Female;37;White;Divorced;10th;United-States;Non-Government;Exec-managerial;<=50K
Female;37;White;Divorced;Assoc-acdm;United-States;Non-Government;Exec-managerial;<=50K
Female;37;White;Divorced;HS-grad;United-States;Government;Adm-clerical;<=50K
Female;37;White;Divorced;Some-college;United-States;Government;Adm-clerical;<=50K
Female;37;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Male;37;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Male;37;White;Divorced;Some-college;United-States;Government;Other-service;<=50K
Female;38;White;Divorced;Assoc-acdm;United-States;Non-Government;Adm-clerical;<=50K
Female;38;White;Divorced;Assoc-voc;United-States;Non-Government;Other-service;<=50K
Female;38;White;Divorced;Assoc-voc;United-States;Non-Government;Other-service;<=50K
Female;38;White;Divorced;Bachelors;United-States;Non-Government;Exec-managerial;<=50K
Female;38;White;Divorced;Bachelors;United-States;Non-Government;Priv-house-serv;<=50K
Female;38;White;Divorced;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Female;38;White;Divorced;Bachelors;United-States;Non-Government;Sales;<=50K
Female;38;White;Divorced;Some-college;United-States;Government;Exec-managerial;<=50K
Female;38;White;Divorced;Some-college;United-States;Government;Exec-managerial;<=50K
Female;38;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Female;38;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Female;38;White;Divorced;Assoc-voc;United-States;Non-Government;Prof-specialty;>50K
Male;38;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Female;39;White;Divorced;Bachelors;United-States;Non-Government;Exec-managerial;<=50K
Female;39;White;Divorced;Bachelors;United-States;Non-Government;Sales;<=50K
Female;39;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Female;39;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Female;39;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;39;White;Divorced;Masters;United-States;Government;Prof-specialty;<=50K
Female;39;White;Divorced;Masters;United-States;Non-Government;Prof-specialty;<=50K
Female;39;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;39;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Female;39;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Female;39;White;Divorced;Bachelors;United-States;Non-Government;Exec-managerial;>50K
Male;39;White;Divorced;11th;United-States;Non-Government;Other-service;<=50K
Male;39;White;Divorced;Assoc-acdm;United-States;Non-Government;Exec-managerial;<=50K
Male;39;White;Divorced;Bachelors;United-States;Non-Government;Exec-managerial;<=50K
Male;39;White;Divorced;Bachelors;United-States;Non-Government;Sales;<=50K
Male;39;White;Divorced;Prof-school;United-States;Non-Government;Exec-managerial;<=50K
Male;39;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Male;39;White;Divorced;Bachelors;Mexico;Government;Protective-serv;>50K
Female;40;White;Divorced;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Female;40;White;Divorced;HS-grad;Puerto-Rico;Government;Craft-repair;<=50K
Female;40;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;40;White;Divorced;HS-grad;Vietnam;Non-Government;Craft-repair;<=50K
Female;40;White;Divorced;Masters;United-States;Government;Exec-managerial;<=50K
Female;40;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;40;White;Divorced;Some-college;United-States;Non-Government;Tech-support;<=50K
Female;40;White;Divorced;Assoc-acdm;United-States;Non-Government;Exec-managerial;>50K
Female;40;White;Divorced;Assoc-voc;United-States;Non-Government;Prof-specialty;>50K
Male;40;White;Divorced;Assoc-voc;United-States;Non-Government;Prof-specialty;<=50K
Male;40;White;Divorced;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;40;White;Divorced;HS-grad;United-States;Non-Government;Transport-moving;<=50K
Male;40;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Male;40;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Male;40;White;Divorced;Assoc-acdm;United-States;Government;Exec-managerial;>50K
Female;41;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Female;41;White;Divorced;HS-grad;Guatemala;Non-Government;Priv-house-serv;<=50K
Female;41;White;Divorced;HS-grad;United-States;Non-Government;Tech-support;<=50K
Female;41;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Male;41;White;Divorced;Assoc-voc;United-States;Non-Government;Sales;<=50K
Male;41;White;Divorced;Bachelors;United-States;Government;Exec-managerial;<=50K
Male;41;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Male;41;White;Divorced;Some-college;Italy;Non-Government;Machine-op-inspct;<=50K
Male;41;White;Divorced;Some-college;United-States;Non-Government;Craft-repair;<=50K
Male;41;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Male;41;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Female;42;White;Divorced;Bachelors;United-States;Non-Government;Exec-managerial;<=50K
Female;42;White;Divorced;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Female;42;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;42;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Female;42;White;Divorced;Prof-school;United-States;Government;Prof-specialty;<=50K
Female;42;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;42;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Female;42;White;Divorced;Assoc-acdm;United-States;Non-Government;Prof-specialty;>50K
Female;42;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;>50K
Male;42;White;Divorced;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;42;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;42;White;Divorced;Some-college;United-States;Government;Craft-repair;<=50K
Male;42;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;>50K
Female;43;White;Divorced;Bachelors;United-States;Government;Adm-clerical;<=50K
Female;43;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Female;43;White;Divorced;HS-grad;United-States;Government;Exec-managerial;<=50K
Female;43;White;Divorced;HS-grad;United-States;Government;Tech-support;<=50K
Female;43;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;43;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;43;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;43;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Female;43;White;Divorced;Masters;United-States;Government;Prof-specialty;<=50K
Female;43;White;Divorced;Some-college;United-States;Government;Adm-clerical;<=50K
Female;43;White;Divorced;Some-college;United-States;Government;Protective-serv;<=50K
Female;43;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;43;White;Divorced;Masters;United-States;Non-Government;Exec-managerial;>50K
Female;43;White;Divorced;Masters;United-States;Non-Government;Prof-specialty;>50K
Male;43;White;Divorced;10th;United-States;Non-Government;Farming-fishing;<=50K
Male;43;White;Divorced;Bachelors;United-States;Non-Government;Tech-support;<=50K
Male;43;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;44;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Female;44;White;Divorced;HS-grad;United-States;Government;Adm-clerical;<=50K
Female;44;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;44;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;44;White;Divorced;Masters;United-States;Non-Government;Exec-managerial;<=50K
Female;44;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;44;White;Divorced;Some-college;United-States;Non-Government;Farming-fishing;<=50K
Female;44;White;Divorced;Some-college;United-States;Non-Government;Prof-specialty;<=50K
Male;44;White;Divorced;7th-8th;United-States;Non-Government;Handlers-cleaners;<=50K
Male;44;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Male;44;White;Divorced;Bachelors;United-States;Government;Tech-support;>50K
Male;44;White;Divorced;Some-college;United-States;Non-Government;Sales;>50K
Female;45;White;Divorced;10th;United-States;Non-Government;Sales;<=50K
Female;45;White;Divorced;11th;United-States;Non-Government;Adm-clerical;<=50K
Female;45;White;Divorced;Bachelors;Germany;Non-Government;Adm-clerical;<=50K
Female;45;White;Divorced;HS-grad;Canada;Non-Government;Adm-clerical;<=50K
Female;45;White;Divorced;Masters;United-States;Non-Government;Prof-specialty;<=50K
Female;45;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;45;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Female;45;White;Divorced;Some-college;United-States;Non-Government;Machine-op-inspct;<=50K
Female;45;White;Divorced;Bachelors;United-States;Non-Government;Adm-clerical;>50K
Male;45;White;Divorced;5th-6th;United-States;Non-Government;Transport-moving;<=50K
Male;45;White;Divorced;Some-college;United-States;Government;Adm-clerical;<=50K
Male;45;White;Divorced;Assoc-voc;United-States;Non-Government;Exec-managerial;>50K
Female;46;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Female;46;White;Divorced;HS-grad;United-States;Non-Government;Handlers-cleaners;<=50K
Female;46;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;46;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;46;White;Divorced;Prof-school;United-States;Non-Government;Prof-specialty;<=50K
Female;46;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;46;White;Divorced;Masters;United-States;Government;Prof-specialty;>50K
Male;46;White;Divorced;Assoc-voc;United-States;Non-Government;Craft-repair;<=50K
Female;47;White;Divorced;11th;United-States;Non-Government;Craft-repair;<=50K
Female;47;White;Divorced;9th;United-States;Non-Government;Other-service;<=50K
Female;47;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;47;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;47;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Female;47;White;Divorced;Some-college;United-States;Non-Government;Machine-op-inspct;<=50K
Male;47;White;Divorced;11th;United-States;Non-Government;Handlers-cleaners;<=50K
Male;47;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Male;47;White;Divorced;HS-grad;Honduras;Non-Government;Adm-clerical;<=50K
Male;47;White;Divorced;Masters;United-States;Non-Government;Exec-managerial;<=50K
Male;47;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Female;48;White;Divorced;Bachelors;United-States;Non-Government;Sales;<=50K
Female;48;White;Divorced;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Female;48;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;48;White;Divorced;Assoc-voc;United-States;Government;Prof-specialty;>50K
Female;48;White;Divorced;Masters;United-States;Government;Prof-specialty;>50K
Male;48;White;Divorced;Bachelors;United-States;Non-Government;Handlers-cleaners;<=50K
Male;48;White;Divorced;Masters;United-States;Government;Protective-serv;<=50K
Male;48;White;Divorced;Some-college;United-States;Non-Government;Craft-repair;<=50K
Male;48;White;Divorced;Some-college;United-States;Non-Government;Handlers-cleaners;<=50K
Male;48;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Male;48;White;Divorced;Some-college;United-States;Non-Government;Transport-moving;<=50K
Female;49;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;49;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;49;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;49;White;Divorced;Some-college;England;Non-Government;Sales;<=50K
Female;49;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Female;49;White;Divorced;Bachelors;United-States;Government;Prof-specialty;>50K
Male;49;White;Divorced;11th;United-States;Government;Handlers-cleaners;<=50K
Male;49;White;Divorced;Bachelors;United-States;Non-Government;Protective-serv;<=50K
Male;49;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Male;49;White;Divorced;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;49;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Male;49;White;Divorced;Some-college;United-States;Non-Government;Tech-support;<=50K
Female;50;White;Divorced;7th-8th;United-States;Non-Government;Other-service;<=50K
Female;50;White;Divorced;Bachelors;United-States;Non-Government;Sales;<=50K
Female;50;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;50;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Female;50;White;Divorced;Masters;United-States;Non-Government;Prof-specialty;<=50K
Female;50;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Female;50;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Female;50;White;Divorced;Some-college;United-States;Non-Government;Tech-support;<=50K
Female;50;White;Divorced;Doctorate;United-States;Non-Government;Prof-specialty;>50K
Male;50;White;Divorced;Bachelors;United-States;Government;Exec-managerial;>50K
Male;50;White;Divorced;Masters;United-States;Non-Government;Exec-managerial;>50K
Female;51;White;Divorced;Assoc-voc;United-States;Government;Adm-clerical;<=50K
Female;51;White;Divorced;Assoc-voc;United-States;Government;Prof-specialty;<=50K
Female;51;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;51;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;51;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;51;White;Divorced;Some-college;United-States;Government;Adm-clerical;<=50K
Male;51;White;Divorced;11th;United-States;Non-Government;Transport-moving;<=50K
Male;51;White;Divorced;12th;United-States;Non-Government;Transport-moving;<=50K
Male;51;White;Divorced;HS-grad;United-States;Government;Protective-serv;<=50K
Male;51;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Male;51;White;Divorced;Bachelors;United-States;Non-Government;Sales;>50K
Male;51;White;Divorced;Some-college;Puerto-Rico;Non-Government;Craft-repair;>50K
Female;52;White;Divorced;HS-grad;United-States;Government;Adm-clerical;<=50K
Female;52;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Female;52;White;Divorced;Some-college;United-States;Non-Government;Exec-managerial;<=50K
Male;52;White;Divorced;5th-6th;United-States;Non-Government;Farming-fishing;<=50K
Male;52;White;Divorced;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;52;White;Divorced;Some-college;United-States;Non-Government;Sales;<=50K
Female;53;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;53;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;53;White;Divorced;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Male;53;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;53;White;Divorced;Some-college;United-States;Non-Government;Craft-repair;<=50K
Female;54;White;Divorced;7th-8th;United-States;Non-Government;Machine-op-inspct;<=50K
Female;54;White;Divorced;Bachelors;United-States;Government;Exec-managerial;<=50K
Female;54;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Female;54;White;Divorced;Masters;United-States;Government;Prof-specialty;<=50K
Male;54;White;Divorced;Bachelors;United-States;Non-Government;Transport-moving;<=50K
Male;54;White;Divorced;10th;United-States;Non-Government;Prof-specialty;>50K
Female;55;White;Divorced;Assoc-acdm;United-States;Non-Government;Adm-clerical;<=50K
Female;55;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;55;White;Divorced;Prof-school;United-States;Non-Government;Prof-specialty;<=50K
Female;55;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Male;55;White;Divorced;HS-grad;United-States;Government;Adm-clerical;<=50K
Male;55;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;>50K
Female;56;White;Divorced;Masters;United-States;Non-Government;Sales;<=50K
Male;56;White;Divorced;7th-8th;Mexico;Non-Government;Sales;<=50K
Male;56;White;Divorced;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;56;White;Divorced;HS-grad;United-States;Non-Government;Transport-moving;<=50K
Female;57;White;Divorced;HS-grad;United-States;Government;Adm-clerical;<=50K
Female;57;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;57;White;Divorced;Some-college;United-States;Government;Craft-repair;<=50K
Male;57;White;Divorced;Masters;United-States;Non-Government;Prof-specialty;<=50K
Male;57;White;Divorced;Masters;United-States;Non-Government;Exec-managerial;>50K
Female;58;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Female;58;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;58;White;Divorced;Masters;United-States;Non-Government;Adm-clerical;<=50K
Male;58;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;59;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Female;59;White;Divorced;Masters;United-States;Government;Prof-specialty;<=50K
Male;59;White;Divorced;Assoc-acdm;United-States;Non-Government;Tech-support;<=50K
Female;60;White;Divorced;Bachelors;United-States;Government;Exec-managerial;<=50K
Female;60;White;Divorced;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Female;60;White;Divorced;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Male;60;White;Divorced;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;60;White;Divorced;Assoc-voc;United-States;Government;Prof-specialty;>50K
Male;60;White;Divorced;Some-college;United-States;Non-Government;Craft-repair;>50K
Male;61;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;62;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Male;62;White;Divorced;Assoc-voc;United-States;Non-Government;Other-service;<=50K
Male;62;White;Divorced;Bachelors;United-States;Government;Prof-specialty;<=50K
Male;62;White;Divorced;HS-grad;United-States;Government;Transport-moving;<=50K
Male;62;White;Divorced;Bachelors;United-States;Government;Prof-specialty;>50K
Female;63;White;Divorced;HS-grad;United-States;Non-Government;Exec-managerial;<=50K
Male;63;White;Divorced;Assoc-acdm;United-States;Non-Government;Exec-managerial;>50K
Female;64;White;Divorced;HS-grad;United-States;Government;Adm-clerical;<=50K
Male;64;White;Divorced;Bachelors;United-States;Non-Government;Exec-managerial;>50K
Male;65;White;Divorced;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Male;65;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;67;White;Divorced;HS-grad;United-States;Non-Government;Prof-specialty;<=50K
Female;67;White;Divorced;HS-grad;United-States;Non-Government;Sales;<=50K
Female;67;White;Divorced;Masters;United-States;Government;Adm-clerical;<=50K
Female;69;White;Divorced;Assoc-acdm;Germany;Non-Government;Adm-clerical;<=50K
Female;70;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;70;White;Divorced;HS-grad;United-States;Non-Government;Protective-serv;<=50K
Male;70;White;Divorced;Some-college;United-States;Non-Government;Other-service;<=50K
Female;71;White;Divorced;HS-grad;United-States;Non-Government;Other-service;<=50K
Female;72;White;Divorced;11th;Canada;Government;Adm-clerical;<=50K
Female;19;White;Married-AF-spouse;HS-grad;United-States;Government;Sales;<=50K
Male;26;White;Married-AF-spouse;Some-college;United-States;Non-Government;Protective-serv;<=50K
Male;29;White;Married-AF-spouse;HS-grad;United-States;Non-Government;Transport-moving;<=50K
Female;34;White;Married-AF-spouse;Some-college;United-States;Government;Adm-clerical;>50K
Female;18;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Priv-house-serv;<=50K
Male;19;White;Married-civ-spouse;7th-8th;United-States;Non-Government;Craft-repair;<=50K
Male;19;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Handlers-cleaners;<=50K
Female;20;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Male;21;White;Married-civ-spouse;10th;United-States;Non-Government;Other-service;<=50K
Male;21;White;Married-civ-spouse;11th;Mexico;Non-Government;Craft-repair;<=50K
Male;21;White;Married-civ-spouse;5th-6th;Mexico;Non-Government;Other-service;<=50K
Male;21;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;22;White;Married-civ-spouse;5th-6th;Mexico;Non-Government;Craft-repair;<=50K
Male;22;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Other-service;<=50K
Male;22;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Other-service;<=50K
Male;22;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Sales;<=50K
Male;22;White;Married-civ-spouse;Some-college;United-States;Non-Government;Craft-repair;<=50K
Female;23;White;Married-civ-spouse;Assoc-acdm;United-States;Non-Government;Sales;<=50K
Female;23;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Sales;<=50K
Female;23;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Machine-op-inspct;>50K
Male;23;White;Married-civ-spouse;11th;Mexico;Non-Government;Handlers-cleaners;<=50K
Male;23;White;Married-civ-spouse;11th;United-States;Non-Government;Transport-moving;<=50K
Male;23;White;Married-civ-spouse;5th-6th;Mexico;Non-Government;Transport-moving;<=50K
Male;23;White;Married-civ-spouse;Assoc-voc;United-States;Non-Government;Handlers-cleaners;<=50K
Male;23;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;23;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Sales;<=50K
Male;23;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Sales;<=50K
Male;23;White;Married-civ-spouse;Some-college;United-States;Non-Government;Handlers-cleaners;<=50K
Male;23;White;Married-civ-spouse;Some-college;United-States;Non-Government;Machine-op-inspct;<=50K
Female;24;White;Married-civ-spouse;HS-grad;Ecuador;Non-Government;Machine-op-inspct;<=50K
Female;24;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Adm-clerical;<=50K
Female;24;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Exec-managerial;>50K
Female;24;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Sales;>50K
Female;24;White;Married-civ-spouse;Some-college;United-States;Non-Government;Machine-op-inspct;>50K
Male;24;White;Married-civ-spouse;Assoc-acdm;United-States;Non-Government;Craft-repair;<=50K
Male;24;White;Married-civ-spouse;Assoc-voc;United-States;Non-Government;Craft-repair;<=50K
Male;24;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Male;24;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Male;24;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Handlers-cleaners;<=50K
Male;24;White;Married-civ-spouse;Bachelors;England;Non-Government;Exec-managerial;>50K
Female;25;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Adm-clerical;<=50K
Female;25;White;Married-civ-spouse;Some-college;United-States;Government;Other-service;<=50K
Male;25;White;Married-civ-spouse;11th;United-States;Non-Government;Machine-op-inspct;<=50K
Male;25;White;Married-civ-spouse;1st-4th;Mexico;Non-Government;Farming-fishing;<=50K
Male;25;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Exec-managerial;<=50K
Male;25;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Male;25;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Prof-specialty;<=50K
Male;25;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Handlers-cleaners;<=50K
Male;25;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Handlers-cleaners;<=50K
Male;25;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Transport-moving;<=50K
Male;25;White;Married-civ-spouse;Some-college;United-States;Government;Protective-serv;<=50K
Male;25;White;Married-civ-spouse;Some-college;United-States;Non-Government;Craft-repair;<=50K
Male;25;White;Married-civ-spouse;12th;United-States;Non-Government;Craft-repair;>50K
Male;25;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;>50K
Male;25;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Transport-moving;>50K
Male;25;White;Married-civ-spouse;Some-college;United-States;Non-Government;Sales;>50K
Female;26;White;Married-civ-spouse;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Male;26;White;Married-civ-spouse;5th-6th;Mexico;Non-Government;Farming-fishing;<=50K
Male;26;White;Married-civ-spouse;7th-8th;United-States;Non-Government;Transport-moving;<=50K
Male;26;White;Married-civ-spouse;9th;United-States;Non-Government;Craft-repair;<=50K
Male;26;White;Married-civ-spouse;Bachelors;United-States;Non-Government;Exec-managerial;<=50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Farming-fishing;<=50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;26;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Machine-op-inspct;<=50K
Male;26;White;Married-civ-spouse;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Male;26;White;Married-civ-spouse;Some-college;United-States;Non-Government;Sales;<=50K
Male;26;White;Married-civ-spouse;Some-college;United-States;Non-Government;Sales;<=50K
Male;26;White;Married-civ-spouse;Some-college;United-States;Non-Government;Transport-moving;>50K
Female;27;White;Married-civ-spouse;Bachelors;Cuba;Non-Government;Adm-clerical;>50K
Male;27;White;Married-civ-spouse;11th;United-States;Non-Government;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;11th;United-States;Non-Government;Machine-op-inspct;<=50K
Male;27;White;Married-civ-spouse;Assoc-acdm;United-States;Non-Government;Exec-managerial;<=50K
Male;27;White;Married-civ-spouse;Assoc-voc;United-States;Non-Government;Sales;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Government;Tech-support;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Farming-fishing;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Farming-fishing;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Farming-fishing;<=50K
Male;27;White;Married-civ-spouse;HS-grad;United-States;Non-Government;Handlers-cleaners;<=50K
Male;27;White;Married-civ-spouse;Preschool;Mexico;Non-Government;Farming-fishing;<=50K
Male;27;White;Married-civ-spouse;Some-college;United-States;Government;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;Some-college;United-States;Non-Government;Adm-clerical;<=50K
Male;27;White;Married-civ-spouse;Some-college;United-States;Non-Government;Craft-repair;<=50K
Male;27;White;Married-civ-spouse;Some-college;United-States;Non-Government;Craft-repair;<=50K
